"[run number]","catch-distance","predator-vision","noise-stddev","flocking","max-separate-turn","lock-on-distance","predator-population","predator-FOV","population","catch-handle-time","update-freq","topo","max-hunt-turn","predator-noise-stddev","flocking-weight","speed-stddev","max-vision","max-align-turn","predator-update-freq","hunting?","max-escape-turn","always_react?","max-cohere-turn","switch-penalty","detection-range","predator-speed","minimum-separation","speed","FOV","kill-prey","hunt-start-tick","proportional-turn-modifier","escape-strategy","predator-strategy","[step]","catches","losts"
"332","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","2","38"
"335","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","3","39"
"339","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","2","38"
"331","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","3","37"
"341","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","5","44"
"336","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","2","34"
"334","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","1","37"
"333","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","2","44"
"337","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","5","42"
"338","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","3","40"
"342","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","1","41"
"343","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","1","41"
"340","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","2","37"
"344","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","2","35"
"345","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","direct","2000","5","35"
"347","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","15","23"
"346","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","13","32"
"356","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","15","26"
"354","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","14","30"
"348","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","13","36"
"350","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","9","24"
"349","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","15","28"
"351","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","14","35"
"357","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","15","31"
"353","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","13","34"
"352","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","9","26"
"358","0.5","60","1","true","2","5","1","200","200","50","2","10","10","2","0.9","10","10","5","2","true","180","false","4","25","8","0.6","1","0.4","360","false","100","1000","turn 90 deg","proportional","2000","16","32"
